,Method,aligned_circular_agreement,mean_abs_wrapped_error,radius_cv,noise,density_ratio,seed,k,n_points
0,DM,0.9605621288259303,0.25392293082862866,0.08328963899119009,0.0,2.0,24,10,500
1,LE,0.9622837213062798,0.2506655792880999,0.09476618591013855,0.0,2.0,24,10,500
0,DM,0.9495836245882708,0.2812990165489758,0.07588668586616686,0.0,2.0,25,10,500
1,LE,0.9456350416877914,0.28952341578480695,0.08609004277693048,0.0,2.0,25,10,500
0,DM,0.9567848613838031,0.24913782734110998,0.0787480860980405,0.0,2.0,26,10,500
1,LE,0.9568293136924496,0.24928227118958823,0.07637159283464488,0.0,2.0,26,10,500
0,DM,0.9604190172318382,0.2441963750836248,0.07620505818005906,0.0,2.0,27,10,500
1,LE,0.9602655160477684,0.2452667121943413,0.07463336339353142,0.0,2.0,27,10,500
0,DM,0.94600169087328,0.2889576073805841,0.07397212718445753,0.0,2.0,28,10,500
1,LE,0.9439951252712544,0.29750405128639745,0.07591671170703691,0.0,2.0,28,10,500
0,DM,0.9551835115195109,0.2648942146009788,0.11941091911572604,0.0,2.0,29,10,500
1,LE,0.9530126557376213,0.2706737872717116,0.12716314785650276,0.0,2.0,29,10,500
0,DM,0.953295940454265,0.2633422931742874,0.0798479058531479,0.0,2.0,30,10,500
1,LE,0.9517830470047903,0.26359179680024886,0.08387856032014966,0.0,2.0,30,10,500
0,DM,0.9424136657577994,0.2782985195722198,0.1017391300071887,0.0,2.0,31,10,500
1,LE,0.9388456857139429,0.2999572852302219,0.10540088384412116,0.0,2.0,31,10,500
0,DM,0.9558412477035788,0.2645241356526392,0.07660430690024907,0.0,2.0,32,10,500
1,LE,0.9563891344102481,0.26370988175499,0.07611530307218015,0.0,2.0,32,10,500
0,DM,0.9496221136170998,0.2756799062678998,0.0739692305880252,0.0,2.0,33,10,500
1,LE,0.9489146230074654,0.2800931723176659,0.07538550804816932,0.0,2.0,33,10,500
0,DM,0.9537920074269078,0.26844304278403125,0.07551453916864492,0.0,2.0,34,10,500
1,LE,0.955062357751699,0.26643400666164746,0.0789235034123493,0.0,2.0,34,10,500
0,DM,0.951907589393705,0.27423309908519194,0.07585864345026402,0.0,2.0,35,10,500
1,LE,0.9502916831419481,0.28058018623206527,0.07750321768780608,0.0,2.0,35,10,500
0,DM,0.951343243855309,0.28622799746137884,0.08128591774379501,0.0,2.0,36,10,500
1,LE,0.9522646574662098,0.28092823449162213,0.09038782607728274,0.0,2.0,36,10,500
0,DM,0.9462812285248051,0.2982379701233586,0.11057556238069792,0.0,2.0,37,10,500
1,LE,0.9454184947447728,0.3008335790646541,0.12331215306819537,0.0,2.0,37,10,500
0,DM,0.9594287058755808,0.2443341121809449,0.07586173416958675,0.0,2.0,38,10,500
1,LE,0.95996298865735,0.24333778347917473,0.07695171773889437,0.0,2.0,38,10,500
0,DM,0.9467808851239916,0.2879632915343945,0.07420204342558691,0.0,2.0,39,10,500
1,LE,0.9455754498140418,0.2906196858728291,0.0748324243973344,0.0,2.0,39,10,500
0,DM,0.9534213986835568,0.26294135872637764,0.07524570752220476,0.0,2.0,40,10,500
1,LE,0.9530267227863239,0.265397076615998,0.07804548895527871,0.0,2.0,40,10,500
0,DM,0.9404697478229955,0.3131440746093059,0.093456613059214,0.0,2.0,41,10,500
1,LE,0.9418115229102159,0.305167960314753,0.09716265425085936,0.0,2.0,41,10,500
0,DM,0.9425992763636544,0.29361611399736004,0.07655116119187753,0.0,2.0,42,10,500
1,LE,0.9411458708879615,0.29624054905949476,0.07706619048705404,0.0,2.0,42,10,500
0,DM,0.9320100503008516,0.35142029954998416,0.11060005677153888,0.0,2.0,43,10,500
1,LE,0.9308685141345315,0.35480523004906855,0.12022681794537377,0.0,2.0,43,10,500
0,DM,0.949977898935851,0.2735884549955548,0.07449948804204605,0.0,2.0,44,10,500
1,LE,0.9487422008045688,0.2793945859070983,0.08073469584831713,0.0,2.0,44,10,500
0,DM,0.9513574185118234,0.28503384046791486,0.07366520029848167,0.0,2.0,45,10,500
1,LE,0.9495616553827058,0.29028983082629906,0.0745648935690593,0.0,2.0,45,10,500
0,DM,0.9454813902460385,0.2915600061333281,0.08283952624201757,0.0,2.0,46,10,500
1,LE,0.9462244400970972,0.29006687705475054,0.08484321020032952,0.0,2.0,46,10,500
0,DM,0.961449102719434,0.22798591487441378,0.07646474419050842,0.0,2.0,47,10,500
1,LE,0.9605414262528995,0.2237541326973987,0.08147293062224202,0.0,2.0,47,10,500
0,DM,0.9491514905720678,0.29038563813803214,0.09446253688399119,0.0,2.0,48,10,500
1,LE,0.9456407934808105,0.30191819400022246,0.10846375574270206,0.0,2.0,48,10,500
